steps,progress_pct,rollout_avg_reward,rollout_avg_abs_reward,loss_total,loss_pi,loss_v,entropy,approx_kl,clipfrac,sps
12288.0,0.49152,3.4385859180474654e-05,0.0010740362340584397,0.0035720587591640653,-0.0021105944896892955,0.02344088435638696,2.012596216797829,0.006388441579959666,0.063134765625,2222.993840606966
24576.0,0.98304,-1.2233812412887346e-05,0.0011791529832407832,-0.0063382476713741195,-0.002063324861228466,0.003451304048940074,2.000191634396712,0.00694698762090411,0.03919270833333333,2312.8610511114075
36864.0,1.47456,6.97954374118126e-06,0.001303920173086226,-0.006991019055324917,-0.0015821681435530385,0.00112020471484963,1.989651053150495,0.005304916391226774,0.036881510416666666,2355.7173693624295
49152.0,1.96608,8.768759289523587e-05,0.0013902770588174462,-0.009536322441029673,-0.0038210715380652496,0.0005014721383001113,1.9886622746785483,0.004872073098279846,0.05804036458333333,2374.860564684894
61440.0,2.4576,0.00014856824418529868,0.0014398986240848899,-0.010764345918626834,-0.005044143817697962,0.0003516076652886113,1.9653353109955787,0.007492116387584247,0.07600911458333333,2385.3291639836802
73728.0,2.94912,0.00029251183150336146,0.0014541437849402428,-0.015362603238706167,-0.009690023396008959,0.0002751274232650758,1.9367145493626594,0.009122589077257241,0.12591145833333334,2394.81964518291
86016.0,3.44064,0.0005282089696265757,0.0016691578784957528,-0.017008793996258948,-0.01164346519120348,0.0005235611239792585,1.8757031614581743,0.014141585566297485,0.17311197916666668,2400.144081506457
98304.0,3.93216,0.0006908625364303589,0.001617098692804575,-0.013876820872731817,-0.008674624667037278,0.0004832841595392286,1.8146126737197241,0.008668641148445507,0.10970052083333333,2405.203563898505
110592.0,4.42368,0.0009502114844508469,0.001752369455061853,-0.013612475105522511,-0.008491890475852415,0.00020293162712429572,1.7406834190090497,0.008512653877066139,0.12132161458333333,2410.7875242003206
122880.0,4.9152,0.0010901143541559577,0.0017865985864773393,-0.010906806853017769,-0.006535535620059818,0.0012899766932605416,1.6720864738027255,0.008179520197639551,0.106298828125,2412.9858018234468
135168.0,5.40672,0.0011726591037586331,0.0017483780393376946,-0.01130790559691377,-0.006482019675119469,0.00019731277864896887,1.6415140509605408,0.008205548291637872,0.11580403645833333,2416.123700486437
147456.0,5.89824,0.0013415695866569877,0.001826161053031683,-0.010720186443844188,-0.006149103605033209,0.0001974882566779949,1.556609017153581,0.009413289324341653,0.11962890625,2418.067517993009
159744.0,6.38976,0.0014298682799562812,0.0018611624836921692,-0.008584920457603099,-0.0040529566234908995,0.00017834575210144975,1.5403788978854815,0.005961939075496048,0.08902994791666667,2421.0483095959285
172032.0,6.88128,0.0015715410700067878,0.001957205357030034,-0.008070022830118736,-0.0037055408116430043,0.00024222789713045738,1.4951987062891325,0.008440409292234108,0.10794270833333333,2420.1542829996793
184320.0,7.3728,0.00157149916049093,0.0019136331975460052,-0.006314673459079738,-0.0021810691590265683,0.0004679509591975754,1.4558600092927614,0.008662541208711143,0.11565755208333334,2422.7526347657526
196608.0,7.86432,0.0015160759212449193,0.0018063378520309925,-0.007186499280699839,-0.0029546175501309335,0.00022638973999467756,1.4483588660756748,0.008143897594224351,0.11155598958333333,2422.246801202416
208896.0,8.35584,0.0015138396993279457,0.0018379250541329384,-0.007801189552022455,-0.0035868730939303834,0.00018564614280573247,1.4357130870223045,0.007877029755036347,0.11722005208333333,2422.299535991737
221184.0,8.84736,0.001610497827641666,0.0018802144331857562,-0.0074682831424676506,-0.003392868721857667,0.00014843595793839388,1.383210790157318,0.006213373956658567,0.09817708333333333,2421.8017059267863
